Z,N,A,EL,mass_excess_keV_value,mass_excess_unc_keV_value,mass_excess_keV_flag,BE_per_A_keV_value,BE_per_A_unc_keV_value,BE_per_A_keV_flag,beta_decay_energy_keV_value,beta_decay_energy_unc_keV_value,S_2n_value,S_2n_unc_value,S_2n_flag,S_2p_value,S_2p_unc_value,S_2p_flag,Q_alpha_value,Q_alpha_unc_value,Q_alpha_flag,S_n_value,S_n_unc_value,S_n_flag,S_p_value,S_p_unc_value,S_p_flag,Total_BE_keV,data_quality,fully_experimental
46,66,112,Pd,-86321.039,6.546,experimental,8520.7205,0.0584,experimental,262.6897,6.9799,14132.771,6.5669,experimental,20826.3524,11.0677,experimental,-5084.5511,10.8718,experimental,8406.4711,6.5791,experimental,11306.1394,9.408,experimental,954320.696,high,True
47,65,112,Ag,-86583.729,2.422,experimental,8516.0807,0.0216,experimental,3991.1283,2.4348,15269.059,2.7422,experimental,18332.9783,17.9686,experimental,-3977.4892,14.2049,experimental,6439.6,2.8272,experimental,7886.8138,2.5299,experimental,953801.0384000001,high,True
48,64,112,Cd,-90574.857,0.25,experimental,8544.7306,0.0022,experimental,-2584.7306,4.2434,16369.524,0.3181,experimental,16821.8951,0.5957,experimental,-3475.5579,1.1279,experimental,9393.9283,0.283,experimental,9648.3813,1.4422,experimental,957009.8272,high,True
49,63,112,In,-87990.127,4.251,experimental,8514.6674,0.038,experimental,664.9224,4.2434,17662.7934,12.3061,experimental,15110.7627,4.4341,experimental,-2808.2511,4.8755,experimental,7669.395,5.454,experimental,6026.8508,4.2528,experimental,953642.7488000001,high,True
50,62,112,Sn,-88655.049,0.294,experimental,8513.6189,0.0026,experimental,-7056.076,17.8317,18955.6928,13.7803,experimental,12885.0218,0.3548,experimental,-1827.5424,1.1545,experimental,10787.7866,5.3283,experimental,7551.9704,3.4299,experimental,953525.3167999999,high,True
51,61,112,Sb,-81598.973,17.829,experimental,8443.633,0.1592,experimental,-4031.455,19.7019,20291.8647,18.7996,experimental,9706.9458,21.2453,experimental,95.9392,19.813,experimental,8833.5446,19.9046,experimental,2949.3636,18.6108,experimental,945686.896,high,True
52,60,112,Te,-77567.518,8.383,experimental,8400.6527,0.0749,experimental,-10504.1795,13.239,21480.3337,10.6543,experimental,6303.4677,16.1274,experimental,2077.5148,9.9626,experimental,12051.3493,10.5637,experimental,4019.7426,12.1898,experimental,940873.1024000001,high,True
53,59,112,I,-67063.339,10.246,experimental,8299.8801,0.0915,experimental,-7036.991,13.1754,22738.1308,62.7813,experimental,4191.5362,11.8545,experimental,2957.0864,11.6273,experimental,10180.8619,11.2955,experimental,764.8227,12.0954,experimental,929586.5712,high,True
54,58,112,Xe,-60026.348,8.283,experimental,8230.0646,0.074,experimental,-13612.0,116.0,24246.3472,101.3274,experimental,2374.4692,10.5751,experimental,3330.4128,6.2709,experimental,13578.0,116.0,estimated,2361.5239,9.5499,experimental,921767.2352,mixed,True
55,57,112,Cs,-46415.0,116.0,estimated,8102.0,1.0,estimated,,,,,not_calculable,525.0,131.0,estimated,3931.4368,58.5006,experimental,11586.0,231.0,estimated,-816.2864,4.0687,experimental,907424.0,low,False
40,73,113,Zr,-26340.0,300.0,estimated,8027.0,3.0,estimated,13870.0,500.0,6002.0,671.0,estimated,,,not_calculable,,,not_calculable,1991.0,761.0,estimated,,,not_calculable,907051.0,low,False
41,72,113,Nb,-40210.0,400.0,estimated,8143.0,4.0,estimated,12440.0,500.0,7392.0,500.0,estimated,,,not_calculable,-10154.0,806.0,estimated,4211.0,500.0,estimated,15079.0,806.0,estimated,920159.0,low,False
42,71,113,Mo,-52650.0,300.0,estimated,8246.0,3.0,estimated,10162.0,300.0,8853.0,300.0,estimated,30748.0,671.0,estimated,-9345.0,583.0,estimated,3242.0,361.0,estimated,15869.0,424.0,estimated,931798.0,low,False
43,70,113,Tc,-62811.549,3.353,experimental,8329.4652,0.0297,experimental,9056.2674,38.4285,9929.5094,11.1002,experimental,28429.0,300.0,estimated,-8546.665,430.8291,experimental,5623.9347,6.4543,experimental,12621.0,200.0,estimated,941229.5676000001,high,True
44,69,113,Ru,-71867.816,38.282,experimental,8402.6857,0.3388,experimental,6899.1276,38.9406,11225.1268,39.3439,experimental,26505.9447,40.1547,experimental,-7633.4473,39.8807,experimental,4308.2612,39.3223,experimental,13897.8551,38.6746,experimental,949503.4841,high,True
45,68,113,Rh,-78766.944,7.132,experimental,8456.8165,0.0631,experimental,4823.5559,9.8809,12605.7089,9.8161,experimental,24320.2104,12.7608,experimental,-6909.0311,12.0153,experimental,7107.2099,44.6458,experimental,10425.0419,11.9592,experimental,955620.2645,high,True
46,67,113,Pd,-83590.5,6.947,experimental,8492.5795,0.0615,experimental,3436.3252,18.0341,13747.2495,6.9837,experimental,21383.1163,11.9169,experimental,-5276.9603,11.333,experimental,5340.7784,9.4757,experimental,11148.4188,44.6166,experimental,959661.4835,high,True
47,66,113,Ag,-87026.825,16.643,experimental,8516.066,0.1473,experimental,2016.4615,16.641,14954.0139,16.7046,experimental,19300.896,17.998,experimental,-4452.4897,17.1249,experimental,8514.4139,16.8181,experimental,7994.7566,17.8834,experimental,962315.4580000001,high,True
48,65,113,Cd,-89043.286,0.245,experimental,8526.9874,0.0022,experimental,323.837,0.2653,15933.6755,0.3479,experimental,17635.3422,0.7381,experimental,-3861.7185,1.1357,experimental,6539.7471,0.2166,experimental,9748.5284,2.4342,experimental,963549.5762,high,True
49,64,113,In,-89367.123,0.188,experimental,8522.9297,0.0017,experimental,-1038.9941,1.5733,17117.7097,3.4191,experimental,15729.6185,1.4584,experimental,-3072.6086,1.2925,experimental,9448.3147,4.25,experimental,6081.2372,0.2387,experimental,963091.0561,high,True
50,63,113,Sn,-88328.129,1.575,experimental,8506.8117,0.0139,experimental,-3911.1637,17.1206,18532.1848,5.5524,experimental,13653.8244,1.5891,experimental,-2248.7147,2.1976,experimental,7744.3982,1.5617,experimental,7626.9736,4.5208,experimental,961269.7221,high,True
51,62,113,Sb,-84416.966,17.193,experimental,8465.2762,0.1521,experimental,-6069.9281,32.8102,19722.8551,19.3366,experimental,10602.8579,17.5293,experimental,-352.3556,17.6457,experimental,10889.3105,24.7685,experimental,3050.8874,17.1917,experimental,956576.2106,high,True
52,61,113,Te,-78347.037,27.945,experimental,8404.6366,0.2473,experimental,-7227.521,29.0704,20902.1867,28.6744,experimental,6986.3989,28.4498,experimental,1858.2272,29.0534,experimental,8850.8374,29.1753,experimental,4037.0354,33.1481,experimental,949723.9358,high,True
53,60,113,I,-71119.517,8.011,experimental,8333.7528,0.0709,experimental,-8915.8902,10.5334,22308.3579,9.3152,experimental,4860.712,11.9366,experimental,2706.5541,9.5861,experimental,12127.496,13.0063,experimental,840.9694,11.5955,experimental,941714.0664,high,True
54,59,113,Xe,-62203.626,6.84,experimental,8247.9277,0.0605,experimental,-10439.0876,10.9702,23826.0,116.0,estimated,3194.0815,9.3856,experimental,3086.8573,7.6593,experimental,10248.5967,10.7415,experimental,2429.2587,12.3194,experimental,932015.8301,mixed,True
55,58,113,Cs,-51764.539,8.577,experimental,8148.623,0.0759,experimental,-12055.0,300.0,25007.0,200.0,estimated,1388.686,9.8064,experimental,3483.0508,7.7646,experimental,13421.0,116.0,estimated,-972.8379,2.2283,experimental,920794.399,mixed,True
56,57,113,Ba,-39710.0,300.0,estimated,8035.0,3.0,estimated,,,,,not_calculable,-233.0,321.0,estimated,4035.0,424.0,estimated,,,not_calculable,584.0,321.0,estimated,907955.0,low,False
41,73,114,Nb,-34960.0,500.0,estimated,8097.0,4.0,estimated,14720.0,583.0,7033.0,583.0,estimated,,,not_calculable,,,not_calculable,2821.0,640.0,estimated,15909.0,583.0,estimated,923058.0,low,False
42,72,114,Mo,-49680.0,300.0,estimated,8219.0,3.0,estimated,8920.0,527.0,8343.0,361.0,estimated,31839.0,761.0,estimated,-9885.0,583.0,estimated,5102.0,424.0,estimated,16759.0,500.0,estimated,936966.0,low,False
43,71,114,Tc,-58600.294,433.145,experimental,8290.2599,3.7995,experimental,11620.919,433.1594,9483.998,433.1799,experimental,29108.0,527.0,estimated,-8715.2955,943.6293,experimental,3860.0633,433.1577,experimental,13239.0,527.0,estimated,945089.6285999999,high,True
44,70,114,Ru,-70221.213,3.556,experimental,8385.3351,0.0312,experimental,5489.0622,71.6432,10732.9761,10.237,experimental,27319.0,200.0,estimated,-8110.3143,24.4788,experimental,6424.7149,38.4467,experimental,14698.6353,4.8875,experimental,955928.2014,high,True
45,69,114,Rh,-75710.275,71.561,experimental,8426.6221,0.6277,experimental,7780.0712,71.8915,12121.8594,84.0467,experimental,25029.2853,71.7734,experimental,-7100.6275,72.1886,experimental,5014.6495,71.9095,experimental,11131.4302,81.1573,experimental,960634.9194,high,True
46,68,114,Pd,-83490.346,6.948,experimental,8488.0056,0.061,experimental,1440.4642,8.3133,13311.9433,9.4758,experimental,22437.4156,11.8504,experimental,-5842.6333,11.3102,experimental,7971.1649,9.7483,experimental,12012.3738,9.8809,experimental,967632.6384,high,True
47,67,114,Ag,-84930.811,4.564,experimental,8493.7786,0.04,experimental,5084.1233,4.5727,14489.7178,5.1671,experimental,19777.7009,44.3211,experimental,-4527.0337,18.3804,experimental,5975.3039,17.2573,experimental,8629.2821,8.3125,experimental,968290.7603999999,high,True
48,66,114,Cd,-90014.934,0.276,experimental,8531.5135,0.0024,experimental,-1445.1268,0.3817,15582.7127,0.2546,experimental,18271.8367,6.5505,experimental,-4108.9454,0.6343,experimental,9042.9656,0.1366,experimental,10277.0801,16.6416,experimental,972592.5389999999,high,True
49,65,114,In,-88569.807,0.301,experimental,8511.9742,0.0027,experimental,1989.9281,0.3018,16722.3165,4.2571,experimental,16564.0203,2.4405,experimental,-3537.4168,1.3141,experimental,7274.0018,0.2534,experimental,6815.4918,0.3588,experimental,970365.0588000001,high,True
50,64,114,Sn,-90559.735,0.029,experimental,8522.5671,0.0004,experimental,-6063.1189,19.7724,18047.3222,0.2951,experimental,14562.82,0.2514,experimental,-2636.6816,0.3805,experimental,10302.924,1.5749,experimental,8481.5829,0.1898,experimental,971572.6494,high,True
51,63,114,Sb,-84496.616,19.772,experimental,8462.5191,0.1734,experimental,-2606.9398,31.4275,19040.2793,26.6239,experimental,11084.4317,20.2242,experimental,-451.5627,22.9004,experimental,8150.9688,26.202,experimental,3457.4581,19.835,experimental,964727.1773999999,high,True
52,62,114,Te,-81889.676,24.428,experimental,8432.7885,0.2143,experimental,-9250.7417,31.5883,20464.7945,25.8267,experimental,7812.5694,24.4299,experimental,1527.4002,28.0454,experimental,11613.9571,37.1167,experimental,4761.682,29.8719,experimental,961337.8890000001,high,True
53,61,114,I,-72638.935,20.027,experimental,8344.779,0.1757,experimental,-5553.036,22.9354,21718.2323,22.4961,experimental,5617.9037,26.8136,experimental,2385.8939,20.8956,experimental,9590.7363,21.5699,experimental,1580.8684,34.3802,experimental,951304.8060000001,high,True
54,60,114,Xe,-67085.899,11.178,experimental,8289.2054,0.0981,experimental,-12399.9706,85.7989,23202.1872,13.9122,experimental,4096.3227,13.9724,experimental,2719.006,12.9683,experimental,12953.5905,13.1044,experimental,3255.3533,13.7521,experimental,944969.4156000001,high,True
55,59,114,Cs,-54685.928,85.068,experimental,8173.5711,0.7462,experimental,-8780.4915,133.3375,24414.0,143.0,estimated,2200.5317,85.6825,experimental,3356.9999,58.3095,experimental,10992.7075,85.499,experimental,-228.7271,85.3422,experimental,931787.1054,mixed,True
56,58,114,Ba,-45905.437,102.676,experimental,8089.6865,0.9007,experimental,,,,,not_calculable,457.0311,103.0096,experimental,3592.284,18.5403,experimental,14267.0,317.0,estimated,1429.869,103.0337,experimental,922224.2609999999,mixed,True
41,74,115,Nb,-30880.0,500.0,estimated,8061.0,4.0,estimated,13670.0,640.0,6813.0,640.0,estimated,,,not_calculable,,,not_calculable,3991.0,707.0,estimated,,,not_calculable,927015.0,low,False
42,73,115,Mo,-44550.0,400.0,estimated,8173.0,3.0,estimated,11247.0,445.0,8042.0,500.0,estimated,32788.0,500.0,estimated,-10494.0,721.0,estimated,2941.0,500.0,estimated,16879.0,640.0,estimated,939895.0,low,False
43,72,115,Tc,-55796.0,196.0,estimated,8264.0,2.0,estimated,10309.0,197.0,9128.0,196.0,estimated,30165.0,445.0,estimated,-9261.0,358.0,estimated,5268.0,475.0,estimated,13405.0,358.0,estimated,950360.0,low,False
44,71,115,Ru,-66105.296,25.166,experimental,8346.814,0.2188,experimental,8123.9327,26.1788,10380.1156,45.8129,experimental,28033.0,301.0,estimated,-8590.3979,28.134,experimental,3955.4006,25.3854,experimental,14793.9726,433.8752,experimental,959883.61,high,True
45,70,115,Rh,-74229.228,7.319,experimental,8410.6538,0.0636,experimental,6196.5938,15.3503,11604.9206,10.1443,experimental,25995.6216,8.0506,experimental,-7629.4686,12.866,experimental,6590.2711,71.9282,experimental,11296.9863,8.0417,experimental,967225.187,high,True
46,69,115,Pd,-80425.822,13.547,experimental,8457.7342,0.1178,experimental,4556.7647,21.6496,12977.9585,15.1774,experimental,23135.948,40.6082,experimental,-6065.4124,16.6513,experimental,5006.7936,15.1774,experimental,12004.5179,72.8263,experimental,972639.4330000001,high,True
47,68,115,Ag,-84982.587,18.268,experimental,8490.5553,0.1589,experimental,3101.893,18.2744,14098.398,24.7117,experimental,20793.5851,19.6058,experimental,-5103.6316,19.506,experimental,8123.0941,18.8293,experimental,8781.2113,19.5395,experimental,976413.8595,high,True
48,67,115,Cd,-88084.48,0.651,experimental,8510.7252,0.0057,experimental,1451.8768,0.6514,15183.8295,0.6056,experimental,19071.9222,6.9765,experimental,-4523.5093,0.9541,experimental,6140.8639,0.5899,experimental,10442.6401,4.6106,experimental,978733.398,high,True
49,66,115,In,-89536.357,0.012,experimental,8516.5472,0.0003,experimental,497.4892,0.0097,16311.8692,0.1881,experimental,17087.4738,16.6428,experimental,-3745.8253,1.4587,experimental,9037.8675,0.301,experimental,6810.3937,0.2762,experimental,979402.9280000001,high,True
50,65,115,Sn,-90033.846,0.015,experimental,8514.0702,0.0003,experimental,-3030.4336,16.0253,17848.3525,1.5748,experimental,15568.5015,0.2444,experimental,-3206.5145,0.3575,experimental,7545.4285,0.025,experimental,8753.0096,0.3011,experimental,979118.073,high,True
51,64,115,Sb,-87003.412,16.025,experimental,8480.9156,0.1394,experimental,-4940.6447,32.2137,18729.0827,23.5033,experimental,12214.2308,16.0264,experimental,-1036.2782,16.387,experimental,10578.1139,25.4511,experimental,3732.648,16.0253,experimental,975305.294,high,True
52,63,115,Te,-82062.767,27.945,experimental,8431.1504,0.243,experimental,-5724.9628,40.184,19858.3661,39.5199,experimental,8312.5803,27.9892,experimental,1450.8973,28.4498,experimental,8244.409,37.1167,experimental,4855.1222,34.2325,experimental,969582.2960000001,high,True
53,62,115,I,-76337.805,28.876,experimental,8374.5651,0.2511,experimental,-7681.0475,31.3126,21360.9243,29.9669,experimental,6498.7812,33.6071,experimental,2074.0261,30.2018,experimental,11770.188,35.1415,experimental,1737.0992,37.823,experimental,963074.9865,high,True
54,61,115,Xe,-68656.757,12.109,experimental,8300.9704,0.1053,experimental,-8957.0,103.0,22595.7671,13.9074,experimental,4887.6619,30.4557,experimental,2505.8139,13.7094,experimental,9642.1765,16.4798,experimental,3306.7935,23.4035,experimental,954611.596,high,True
55,60,115,Cs,-59699.0,102.0,estimated,8216.0,1.0,estimated,-10779.0,225.0,24078.0,103.0,estimated,3158.0,103.0,estimated,2829.0,103.0,estimated,13085.0,133.0,estimated,-97.0,103.0,estimated,944840.0,low,False
56,59,115,Ba,-48920.0,200.0,estimated,8116.0,2.0,estimated,,,25353.0,361.0,estimated,1295.0,200.0,estimated,3175.0,231.0,estimated,11086.0,225.0,estimated,1523.0,218.0,estimated,933340.0,low,False
41,75,116,Nb,-25230.0,300.0,estimated,8012.0,3.0,estimated,15980.0,583.0,6413.0,583.0,estimated,,,not_calculable,,,not_calculable,2422.0,583.0,estimated,,,not_calculable,929392.0,low,False
42,74,116,Mo,-41210.0,500.0,estimated,8143.0,4.0,estimated,10003.0,582.0,7673.0,583.0,estimated,,,not_calculable,-11215.0,860.0,estimated,4732.0,640.0,estimated,17619.0,707.0,estimated,944588.0,low,False
43,73,116,Tc,-51214.0,298.0,estimated,8223.0,3.0,estimated,12855.0,298.0,8756.0,526.0,estimated,30832.0,582.0,estimated,-9569.0,423.0,estimated,3488.0,357.0,estimated,13953.0,499.0,estimated,953868.0,low,False
44,72,116,Ru,-64068.917,3.726,experimental,8326.884,0.0321,experimental,6666.8252,73.9257,9990.3403,5.1503,experimental,28967.0,300.0,estimated,-9014.0,200.0,estimated,6034.9397,25.4401,experimental,15561.0,196.0,estimated,965918.544,high,True
45,71,116,Rh,-70735.742,73.832,experimental,8377.6123,0.6365,experimental,9095.2839,74.169,11168.1033,102.8181,experimental,26713.3905,439.3922,experimental,-7901.7262,74.0374,experimental,4577.8322,74.187,experimental,11919.4179,77.9965,experimental,971803.0268000001,high,True
46,70,116,Pd,-79831.026,7.135,experimental,8449.2755,0.0615,experimental,2711.6378,7.8446,12483.316,9.8809,experimental,24187.7555,7.8738,experimental,-6625.0692,11.9608,experimental,7476.5223,15.263,experimental,12890.7692,10.1443,experimental,980115.958,high,True
47,69,116,Ag,-82542.664,3.26,experimental,8465.9073,0.0281,experimental,6169.8248,3.2642,13754.4895,5.6091,experimental,21410.331,71.6354,experimental,-5236.528,44.2058,experimental,5631.3954,18.5564,experimental,9405.8131,13.9337,experimental,982045.2468000001,high,True
48,68,116,Cd,-88712.489,0.16,experimental,8512.3511,0.0014,experimental,-462.7305,0.272,14840.1911,0.3132,experimental,19800.0846,6.9499,experimental,-4816.3654,6.548,experimental,8699.3272,0.6679,experimental,11018.8732,18.2684,experimental,987432.7276,high,True
49,67,116,In,-88249.758,0.22,experimental,8501.6177,0.0019,experimental,3276.2204,0.2397,15822.5874,0.3728,experimental,17896.8899,4.5696,experimental,-4090.9453,2.4319,experimental,6784.72,0.22,experimental,7454.2498,0.6875,experimental,986187.6532000001,high,True
50,66,116,Sn,-91525.979,0.096,experimental,8523.1166,0.0009,experimental,-4703.9591,5.154,17108.8797,0.098,experimental,16088.987,0.2899,experimental,-3376.0374,0.2664,experimental,9563.4512,0.0948,experimental,9278.5934,0.0953,experimental,988681.5255999999,high,True
51,65,116,Sb,-86822.02,5.154,experimental,8475.8208,0.0444,experimental,-1558.2272,24.7485,18468.0396,20.4332,experimental,12830.1548,5.1632,experimental,-1256.8089,6.6813,experimental,7889.9257,16.8338,experimental,4077.1451,5.1544,experimental,983195.2128,high,True
52,64,116,Te,-85263.793,24.206,experimental,8455.6435,0.2087,experimental,-7843.1388,75.323,19516.7522,34.3898,experimental,9281.9994,24.2058,experimental,966.3408,24.2076,experimental,11272.3432,36.9707,experimental,5549.3514,29.0298,experimental,980854.6460000001,high,True
53,63,116,I,-77420.654,75.037,experimental,8381.2858,0.6469,experimental,-4373.7764,75.8444,20924.3551,77.6639,experimental,7501.9795,77.5986,experimental,1753.4036,77.1264,experimental,9154.1671,80.4017,experimental,2646.8573,80.0719,experimental,972229.1527999999,high,True
54,62,116,Xe,-73046.877,13.017,experimental,8336.8365,0.1122,experimental,-11004.0,101.0,22103.6147,17.1579,experimental,5735.143,27.68,experimental,2095.725,15.4832,experimental,12461.4382,17.7788,experimental,3998.0437,31.6747,experimental,967073.034,high,True
55,61,116,Cs,-62043.0,100.0,estimated,8235.0,1.0,estimated,-7663.0,224.0,23499.0,132.0,estimated,3982.0,102.0,estimated,2596.0,101.0,estimated,10414.0,143.0,estimated,675.0,101.0,estimated,955260.0,low,False
56,60,116,Ba,-54380.0,200.0,estimated,8162.0,2.0,estimated,-14330.0,379.0,24617.0,225.0,estimated,1872.0,201.0,estimated,3222.0,200.0,estimated,13531.0,283.0,estimated,1969.0,225.0,estimated,946792.0,low,False
57,59,116,La,-40050.0,321.0,estimated,8032.0,3.0,estimated,,,,,not_calculable,-58.0,333.0,estimated,3940.0,300.0,estimated,,,not_calculable,-1581.0,379.0,estimated,931712.0,low,False
42,75,117,Mo,-35689.0,500.0,estimated,8096.0,4.0,estimated,12450.0,640.0,7282.0,640.0,estimated,,,not_calculable,-11774.0,583.0,estimated,2550.0,707.0,estimated,17748.0,583.0,estimated,947232.0,low,False
43,74,117,Tc,-48140.0,400.0,estimated,8195.0,3.0,estimated,11350.0,589.0,8486.0,445.0,estimated,31838.0,640.0,estimated,-10355.0,565.0,estimated,4997.0,499.0,estimated,14218.0,640.0,estimated,958815.0,low,False
44,73,117,Ru,-59489.871,433.145,experimental,8285.5625,3.7021,experimental,9406.8875,433.2361,9527.2114,433.8752,experimental,29518.0,589.0,estimated,-9265.0,527.0,estimated,3492.2718,433.1608,experimental,15565.0,526.0,estimated,969410.8125,high,True
45,72,117,Rh,-68896.758,8.895,experimental,8359.2766,0.076,experimental,7527.1313,11.4108,10810.1663,11.4498,experimental,27678.0,196.0,estimated,-8510.1255,9.5057,experimental,6232.334,74.3589,experimental,12116.8123,9.6434,experimental,978035.3621999999,high,True
46,71,117,Pd,-76423.89,7.255,experimental,8416.9243,0.062,experimental,5758.0284,14.7674,12140.7037,15.3211,experimental,24896.5362,26.1617,experimental,-6980.9894,38.9633,experimental,4664.1814,10.1002,experimental,12977.1183,74.1809,experimental,984780.1431000001,high,True
47,70,117,Ag,-82181.918,13.572,experimental,8459.4515,0.116,experimental,4236.479,13.6099,13341.9674,22.757,experimental,22530.6319,15.4111,experimental,-5839.8901,15.3234,experimental,7710.572,13.9583,experimental,9639.8627,15.3245,experimental,989755.8254999999,high,True
48,69,117,Cd,-86418.397,1.013,experimental,8488.974,0.0087,experimental,2524.6381,4.9829,14476.5534,1.2026,experimental,20570.5171,13.5846,experimental,-5252.8132,7.0206,experimental,5777.2262,1.0,experimental,11164.704,3.4139,experimental,993209.958,high,True
49,68,117,In,-88943.035,4.881,experimental,8503.8653,0.0417,experimental,1454.7073,4.8567,15549.3147,4.8806,experimental,18538.3905,18.9083,experimental,-4341.1261,17.3436,experimental,8764.5947,4.8856,experimental,7519.5173,4.8815,experimental,994952.2400999999,high,True
50,67,117,Sn,-90397.742,0.483,experimental,8509.612,0.0041,experimental,-1758.1788,8.4449,16506.5328,0.4831,experimental,16891.2048,0.8098,experimental,-3779.3719,0.5399,experimental,6943.0816,0.4743,experimental,9436.955,0.5309,experimental,995624.6039999999,high,True
51,66,117,Sb,-88639.564,8.437,experimental,8487.8981,0.0721,experimental,-3544.0634,13.0785,17778.7876,18.1105,experimental,13681.1492,8.4367,experimental,-1697.3561,8.4388,experimental,9888.8619,9.8861,experimental,4402.5559,8.4363,experimental,993084.0777,high,True
52,65,117,Te,-85095.5,13.455,experimental,8450.9203,0.115,experimental,-4656.9321,28.1284,19175.3689,31.0154,experimental,9639.5967,13.4551,experimental,807.7132,13.547,experimental,7903.0258,27.6941,experimental,5562.4516,14.4084,experimental,988757.6751,high,True
53,64,117,I,-80438.568,25.558,experimental,8404.4307,0.2184,experimental,-6253.2213,27.5845,20243.3996,38.5621,experimental,8013.0981,30.1663,experimental,1553.4816,30.8024,experimental,11089.2325,79.2704,experimental,2463.7467,35.2011,experimental,983318.3919,high,True
54,63,117,Xe,-74185.347,10.378,experimental,8344.2976,0.0887,experimental,-7692.2462,63.2672,21671.2258,15.9484,experimental,6700.5215,29.8098,experimental,1736.7748,29.8098,experimental,9209.7876,16.6481,experimental,4053.6642,75.7516,experimental,976282.8192,high,True
55,62,117,Cs,-66493.101,62.41,experimental,8271.8652,0.5334,experimental,-9035.1943,258.0009,22936.0,120.0,estimated,4733.2381,68.7667,experimental,2201.5,62.9221,experimental,12522.0,118.0,estimated,735.1944,63.7532,experimental,967808.2284,mixed,True
56,61,117,Ba,-57457.906,250.339,experimental,8187.9546,2.1396,experimental,-11187.0,321.0,24680.0,321.0,estimated,3379.0913,250.6314,experimental,2320.8041,250.4321,experimental,11150.0,321.0,estimated,2704.0,270.0,estimated,957990.6882,mixed,True
57,60,117,La,-46271.0,200.0,estimated,8086.0,2.0,estimated,,,,,not_calculable,1149.0,225.0,estimated,3069.0,200.0,estimated,14292.0,379.0,estimated,-820.0999,3.0,experimental,946062.0,low,False
42,76,118,Mo,-32370.0,500.0,estimated,8067.0,4.0,estimated,10920.0,640.0,7303.0,707.0,estimated,,,not_calculable,,,not_calculable,4752.0,707.0,estimated,,,not_calculable,951906.0,low,False
43,75,118,Tc,-43290.0,400.0,estimated,8153.0,3.0,estimated,13710.0,447.0,8219.0,499.0,estimated,32638.0,500.0,estimated,-10755.0,640.0,estimated,3222.0,565.0,estimated,14890.0,640.0,estimated,962054.0,low,False
44,74,118,Ru,-57000.0,200.0,estimated,8263.0,2.0,estimated,7887.0,202.0,9074.0,200.0,estimated,30368.0,539.0,estimated,-9745.0,361.0,estimated,5581.0,477.0,estimated,16149.0,447.0,estimated,975034.0,low,False
45,73,118,Rh,-64886.84,24.236,experimental,8322.8539,0.2054,experimental,10501.5182,24.3424,10293.7333,77.7013,experimental,28251.0,299.0,estimated,-8711.4614,433.8223,experimental,4061.3992,25.7849,experimental,12685.9397,433.8223,experimental,982096.7602,high,True
46,72,118,Pd,-75388.358,2.494,experimental,8405.2197,0.0211,experimental,4165.4444,3.5419,11699.9676,7.4907,experimental,25897.3827,4.4836,experimental,-7592.0606,4.2263,experimental,7035.7862,7.6073,experimental,13780.5705,9.1818,experimental,991815.9245999999,high,True
47,71,118,Ag,-79553.802,2.515,experimental,8433.89,0.0213,experimental,7147.8469,20.1582,13153.7742,4.1176,experimental,23396.0019,73.8746,experimental,-6268.4428,71.6054,experimental,5443.2022,13.8032,experimental,10418.8836,7.6786,experimental,995199.0199999999,high,True
48,70,118,Cd,-86701.649,20.001,experimental,8487.835,0.1695,experimental,526.5277,21.4501,14131.7962,20.0,experimental,21448.5648,21.2352,experimental,-5636.2184,21.1731,experimental,8354.5701,20.025,experimental,11808.7021,24.1708,experimental,1001564.5299999999,high,True
49,69,118,In,-87228.177,7.752,experimental,8485.667,0.0657,experimental,4424.6664,7.7396,15121.0544,7.7555,experimental,19263.4547,8.41,experimental,-4722.2819,8.9962,experimental,6356.4596,6.0247,experimental,8098.7507,7.8171,experimental,1001308.7059999999,high,True
50,68,118,Sn,-91652.843,0.499,experimental,8516.5341,0.0042,experimental,-3656.6393,2.9745,16269.5003,0.4907,experimental,17518.2963,0.5074,experimental,-4062.825,0.5688,experimental,9326.4187,0.1299,experimental,9998.779,4.8582,experimental,1004951.0238000001,high,True
51,67,118,Sb,-87996.204,3.016,experimental,8478.9156,0.0256,experimental,-305.4459,18.5521,17316.8201,5.9716,experimental,14324.3874,3.0241,experimental,-1851.3124,3.031,experimental,7427.9581,8.9543,experimental,4887.4324,2.9774,experimental,1000512.0408000001,high,True
52,66,118,Te,-87690.758,18.306,experimental,8469.697,0.1551,experimental,-6719.7015,26.9364,18569.6014,30.3486,experimental,10742.7211,18.3064,experimental,444.0616,18.3062,experimental,10666.5756,22.719,experimental,6340.1653,20.1566,experimental,999424.246,high,True
53,65,118,I,-80971.056,19.76,experimental,8406.1203,0.1675,experimental,-2891.9893,22.3197,19693.0388,77.5955,experimental,8726.9787,20.4212,experimental,1100.6441,27.9536,experimental,8603.8063,32.3056,experimental,3164.5272,23.906,experimental,991922.1954000001,high,True
54,64,118,Xe,-78079.067,10.378,experimental,8374.9819,0.088,experimental,-9669.6905,16.4423,21174.8259,16.6481,experimental,7393.2167,26.3369,experimental,1385.6935,26.5414,experimental,11965.0383,14.6773,experimental,4929.47,27.5845,experimental,988247.8642000001,high,True
