Z,N,A,EL,T01_mass_excess,T02_BE_per_A,T03_S_2n,T04_S_2p,T05_S_n,T06_S_p,T07_Q_alpha,T08_Q_beta,T09_E_2plus,T10_BE2_up,T11_beta2,T12_tau,T13_E_4plus,T14_R_42,F01_Z,F02_N,F03_A,F04_dZ50,F05_dZ82,F06_dN50,F07_dN82,F08_Zmod2,F09_Nmod2,F10_valence,F11_eveneven
46,84,130,Pd,-32730.0,8046.0,4482.0,,2921.0,,,13168.0,,,,,,,46,84,130,4,36,34,2,0,0,6,1
47,83,130,Ag,-45898.0,8142.0,7330.0,33135.0,2099.0,15307.0,-11123.0,15220.0,,,,,,,47,83,130,3,35,33,1,1,1,4,0
48,82,130,Cd,-61117.597,8252.5868,10021.9886,31305.0,6066.7739,16536.0,-11752.0,8788.9322,1325.0,0.176,0.1104,0.73,,,48,82,130,2,34,32,0,0,0,2,1
49,81,130,In,-69906.53,8314.176,11859.0492,29774.0,5142.959,14073.3591,-11611.0,10225.687,,,,,,,49,81,130,1,33,31,1,1,1,2,0
50,80,130,Sn,-80132.217,8386.817,12913.423,27471.9138,7612.9379,14586.299,-10301.4055,2153.4702,1221.26,0.118,0.0771,0.00321,1995.628,1.6340663164833182,50,80,130,0,32,30,2,0,0,2,1
51,79,130,Sb,-82285.687,8397.3641,13798.4713,22673.5123,5727.6207,8984.0611,-6901.2257,5067.2728,,,,,,,51,79,130,1,31,29,3,1,1,4,0
52,78,130,Te,-87352.96,8430.3251,14501.8022,18569.472,8419.3935,10012.5465,-3762.74,-416.7716,839.494,0.207,0.0983,2.24,1632.99722,1.9452156767211377,52,78,130,2,30,28,4,0,0,6,1
53,77,130,I,-86936.188,8421.1011,15340.794,16884.2785,6500.33,7220.2749,-2967.9684,2944.2864,,,,,,,53,77,130,3,29,27,5,1,1,8,0
54,76,130,Xe,-89880.474,8437.7314,16162.5762,15464.623,9255.7227,8662.2693,-2241.2226,-2980.7199,536.068,0.468,0.1422,6.54,1204.6141,2.2471267669846733,54,76,130,4,28,26,6,0,0,10,1
55,75,130,Cs,-86899.754,8408.7848,17110.618,13739.6665,7472.0226,5492.6558,-1414.1739,357.0219,,,,,,,55,75,130,5,27,25,7,1,1,12,0
56,74,130,Ba,-87256.776,8405.513,18030.257,11974.1842,10267.2287,7046.6974,-535.3054,-5629.4021,357.38,0.847,0.1844,22.0,901.851,2.523450703437161,56,74,130,6,26,24,8,0,0,14,1
57,73,130,La,-81627.374,8356.1919,19144.5715,10273.5438,8375.1513,3855.4796,298.3928,-2204.4611,,,,,,,57,73,130,7,25,23,9,1,1,16,0
58,72,130,Ce,-79422.913,8333.2164,20031.624,8631.6997,11206.7272,5388.3432,822.0842,-8247.4488,253.85,1.69,0.2515,63.9,710.3721,2.7983755075800194,58,72,130,8,24,22,10,0,0,18,1
59,71,130,Pr,-71175.464,8263.7565,20987.337,7127.9676,9473.2167,2176.9314,1373.0954,-4579.225,,,,,,,59,71,130,9,23,21,11,1,1,20,0
60,70,130,Nd,-66596.239,8222.5136,22209.0,5640.2562,12293.0,4111.6447,1799.4099,-11127.0,159.05,3.58,0.354,224.0,485.5016,3.0524824050589934,60,70,130,10,22,20,12,0,0,22,1
46,85,131,Pd,-25740.0,7993.0,4002.0,,1081.0,,,15010.0,,,,,,,46,85,131,4,36,35,3,0,1,7,0
47,84,131,Ag,-40750.0,8102.0,5022.0,,2924.0,15309.0,-9445.0,14462.0,,,,,,,47,84,131,3,35,34,2,1,0,5,0
48,83,131,Cd,-55211.76,8206.1204,8232.2548,31910.0,2165.4809,16603.0,-10416.0,12812.6089,,,,,,,48,83,131,2,34,33,1,0,1,3,0
49,82,131,In,-68024.369,8297.9544,11332.1166,30732.0,6189.1576,14195.7428,-11800.0,9240.2095,,,,,,,49,82,131,1,33,32,0,1,0,1,0
50,81,131,Sn,-77264.579,8362.5183,12816.6181,28720.3792,5203.6802,14647.0202,-10948.2956,4716.8328,,,,,,,50,81,131,0,32,31,1,0,1,1,0
51,80,131,Sb,-81981.412,8392.5525,13494.6636,23724.465,7767.0428,9138.166,-7526.4307,3229.6099,,,,,,,51,80,131,1,31,30,2,1,0,3,0
52,79,131,Te,-85211.022,8411.2339,14348.7735,19198.3668,5929.38,10214.3058,-4166.3596,2231.7057,,,,,,,52,79,131,2,30,29,3,0,1,5,0
53,78,131,I,-87442.727,8422.2977,15078.1873,17391.2852,8577.8573,7378.7387,-3169.3493,970.8477,,,,,,,53,78,131,3,29,28,4,1,0,7,0
54,77,131,Xe,-88413.57492,8423.7367,15860.1413,15986.6329,6604.4186,8766.358,-2557.994,-358.0009,,,,,,,54,77,131,4,28,27,5,0,1,9,0
55,76,131,Cs,-88055.574,8415.0317,16699.1602,14126.3401,9227.1376,5464.0708,-1497.2732,-1376.6158,,,,,,,55,76,131,5,27,26,6,1,0,11,0
56,75,131,Ba,-86678.958,8398.5511,17760.7287,12560.8306,7493.5,7068.1748,-782.991,-2909.6936,,,,,,,56,75,131,6,26,25,7,0,1,13,0
57,74,131,La,-83769.265,8370.3676,18588.3597,10848.1568,10213.2084,3801.4593,45.8464,-4060.8167,,,,,,,57,74,131,7,25,24,8,1,0,15,0
58,73,131,Ce,-79708.448,8333.3969,19563.5801,9225.5244,8356.8529,5370.0448,684.5912,-5407.7842,,,,,,,58,73,131,8,24,23,9,0,1,17,0
59,72,131,Pr,-74300.664,8286.1439,20669.7341,7555.0648,11196.5174,2166.7216,1170.5368,-6532.6235,,,,,,,59,72,131,9,23,22,10,1,0,19,0
60,71,131,Nd,-67768.04,8230.3045,21536.0,6058.4784,9243.119,3881.547,1786.3876,-7998.0,,,,,,,60,71,131,10,22,21,11,0,1,21,0
47,85,132,Ag,-34400.0,8053.0,4645.0,,1721.0,15949.0,-9485.0,16065.0,,,,,,,47,85,132,3,35,35,3,1,1,6,0
48,84,132,Cd,-50465.429,8169.1421,5490.4679,32313.0,3324.987,17004.0,-8500.0,11946.1243,,,,,,,48,84,132,2,34,34,2,0,0,4,1
49,83,132,In,-62411.554,8253.7162,8647.66,31092.0,2458.5024,14488.7642,-10126.0,14135.0,,,,,,,49,83,132,1,33,33,1,1,1,2,0
50,82,132,Sn,-76546.554,8354.8726,12556.973,30006.8982,7353.2928,15811.1554,-11733.2244,3088.728,4041.2,0.029,0.0378,69.8,4416.2914,1.092816430955002,50,82,132,0,32,32,0,0,0,0,1
51,81,132,Sb,-79635.282,8372.3452,13492.2309,24306.694,5725.188,9659.6738,-7870.0808,5552.9155,,,,,,,51,81,132,1,31,31,1,1,1,2,0
52,80,132,Te,-85188.197,8408.4859,13977.8735,19633.9225,8048.4936,10495.7565,-4251.6832,515.3046,974.22,0.1034,0.0687,1.152,1671.299,1.715509392555549,52,80,132,2,30,30,2,0,0,4,1
53,79,132,I,-85703.502,8406.4628,14909.9497,17995.7569,6332.0924,7781.4511,-3498.5658,3575.4729,,,,,,,53,79,132,3,29,29,3,1,1,6,0
54,78,132,Xe,-89278.97451,8427.6229,15541.1363,16503.957,8936.7176,9125.2183,-2710.0969,-2126.2813,667.715,0.317,0.1158,2.95,1440.3231,2.157091975740556,54,78,132,4,28,28,4,0,0,8,1
55,77,132,Cs,-87152.693,8405.5878,16395.5748,14794.4473,7168.4372,6028.0893,-1839.5789,1282.2099,,,,,,,55,77,132,5,27,27,5,1,1,10,0
56,76,132,Ba,-88434.903,8409.3747,17320.7628,13132.3708,9827.2629,7668.3001,-999.2847,-4711.3256,464.508,0.665,0.1617,7.55,1127.61518,2.4275467563408792,56,76,132,6,26,26,6,0,0,12,1
57,75,132,La,-83723.578,8367.7559,18238.8394,11401.7651,8025.6309,4333.5903,-216.7208,-1254.8898,,,,,,,57,75,132,7,25,25,7,1,1,14,0
58,74,132,Ce,-82468.688,8352.3223,19188.4107,9789.8534,10831.5578,5988.3941,475.552,-7241.224,325.34,1.062,0.1974,32.9,858.829,2.6397242337435607,58,74,132,8,24,24,8,0,0,16,1
59,73,132,Pr,-75227.464,8291.5377,20194.6355,8178.0316,8998.118,2807.9868,973.0593,-3801.6487,,,,,,,59,73,132,9,23,23,9,1,1,18,0
60,72,132,Nd,-71425.815,8256.8104,20972.2118,6580.844,11729.0928,4414.1224,1683.1944,-9798.0,213.16,1.879,0.2538,93.4,610.8523,2.865682403739517,60,72,132,10,22,22,10,0,0,20,1
47,86,133,Ag,-29080.0,8013.0,4473.0,,2752.0,,,15059.0,,,,,,,47,86,133,3,35,36,4,1,0,7,0
48,85,133,Cd,-44140.0,8121.0,5071.0,32978.0,1746.0,17029.0,-8685.0,13550.0,,,,,,,48,85,133,2,34,35,3,0,1,5,0
49,84,133,In,-57690.0,8217.0,5808.0,31518.0,3350.0,14514.0,-8245.0,13184.0,,,,,,,49,84,133,1,33,34,2,1,0,3,0
50,83,133,Sn,-70873.89,8310.089,9751.9477,30240.0721,2398.6548,15751.3079,-10176.6645,8049.6228,,,,,,,50,83,133,0,32,33,1,0,1,1,0
51,82,133,Sb,-78923.513,8364.7302,13084.7376,25477.086,7359.5496,9665.9306,-8513.5402,4013.6198,,,,,,,51,82,133,1,31,32,0,1,0,1,0
52,81,133,Te,-82937.133,8389.0255,13868.7475,20250.4962,5820.2539,10590.8223,-4771.4519,2920.169,,,,,,,52,81,133,2,30,31,1,0,1,3,0
53,80,133,I,-85857.302,8405.0993,14557.2107,18453.8323,8225.1183,7958.0758,-3652.8335,1786.2812,,,,,,,53,80,133,3,29,30,2,1,0,5,0
54,79,133,Xe,-87643.583,8412.6477,15372.6442,17010.5036,6435.9266,9229.0525,-3063.6147,427.36,,,,,,,54,79,133,4,28,29,3,0,1,7,0
55,78,133,Cs,-88070.943,8409.9786,16158.0051,15206.1579,8989.5679,6080.9396,-1988.6828,-517.431,,,,,,,55,78,133,5,27,28,4,1,0,9,0
56,77,133,Ba,-87553.512,8400.2059,17017.1898,13717.8792,7189.927,7689.7899,-1282.3581,-2059.1203,,,,,,,56,77,133,6,26,27,5,0,1,11,0
57,76,133,La,-85494.392,8378.8415,17867.7632,12016.7598,9842.1323,4348.4597,-420.2576,-3076.1685,,,,,,,57,76,133,7,25,26,6,1,0,13,0
58,75,133,Ce,-82418.223,8349.8301,18852.4113,10317.207,8020.8536,5983.6167,217.7266,-4480.6319,,,,,,,58,75,133,8,24,25,7,0,1,15,0
59,74,133,Pr,-77937.591,8310.2588,19779.5637,8746.2688,10781.4456,2757.8747,961.0339,-5605.2112,,,,,,,59,74,133,9,23,24,8,1,0,17,0
60,73,133,Nd,-72332.38,8262.232,20706.9759,7201.8742,8977.8831,4393.8874,1530.2081,-6924.7272,,,,,,,60,73,133,10,22,23,9,0,1,19,0
48,86,134,Cd,-39460.0,8086.0,5137.0,,3391.0,17669.0,-9155.0,12510.0,,,,,,,48,86,134,2,34,36,4,0,0,6,1
49,85,134,In,-51970.0,8173.0,5701.0,32148.0,2351.0,15119.0,-8497.0,14464.0,,,,,,,49,85,134,1,33,35,3,1,1,4,0
50,84,134,Sn,-66433.759,8275.1719,6029.8413,30546.2715,3631.1864,16033.0,-7741.077,7585.2453,,,,,,,50,84,134,0,32,34,2,0,0,2,1
51,83,134,Sb,-74019.004,8325.9398,10526.3585,26185.3925,3166.8089,10434.0847,-6537.3901,8514.7483,,,,,,,51,83,134,1,31,33,1,1,1,2,0
52,82,134,Te,-82533.752,8383.6442,13488.1914,20565.1409,7667.9375,10899.2103,-4826.4515,1509.6875,1279.11,0.122,0.0739,40.5,1576.1314,1.232208463534439,52,82,134,2,30,32,0,0,0,2,1
53,81,134,I,-84043.44,8389.0722,14482.5743,18986.1003,6257.456,8395.278,-4182.6688,4082.3946,,,,,,,53,81,134,3,29,31,1,1,1,4,0
54,80,134,Xe,-88125.83443,8413.6994,14989.4961,17515.5795,8553.5695,9557.5037,-3197.7907,-1234.6691,847.041,0.217,0.0949,0.481,1731.173,2.0437883525457194,54,80,134,4,28,30,2,0,0,6,1
55,79,134,Cs,-86891.165,8398.647,15881.1082,15765.6058,6891.5403,6536.5533,-2379.8932,2058.8368,,,,,,,55,79,134,5,27,29,3,1,1,8,0
56,78,134,Ba,-88950.002,8408.1731,16657.7352,14248.9698,9467.8082,8168.0302,-1494.4436,-3731.3434,604.7223,0.413,0.1262,2.684,1400.5904,2.316088485564893,56,78,134,6,26,28,4,0,0,10,1
57,77,134,La,-85218.659,8374.4888,17637.7174,12643.9077,7795.5851,4954.1178,-743.8201,-385.7605,,,,,,,57,77,134,7,25,27,5,1,1,12,0
58,76,134,Ce,-84832.898,8365.7716,18506.8467,10975.9373,10485.9931,6627.4776,-1.0377,-6304.8987,409.2,0.81,0.1707,9.7,1048.6823,2.562755956119364,58,76,134,8,24,26,6,0,0,14,1
59,75,134,Pr,-78528.0,8312.8817,19443.1719,9382.3641,8661.7263,3398.7474,674.4589,-2881.5569,,,,,,,59,75,134,9,23,25,7,1,1,16,0
60,74,134,Nd,-75646.443,8285.5391,20363.2637,7755.697,11385.3806,4997.8224,1351.5547,-8882.5343,294.17,1.66,0.236,32.9,788.9221,2.681843182686568,60,74,134,10,22,24,8,0,0,18,1
48,87,135,Cd,-32820.0,8036.0,4823.0,,1432.0,,-9505.0,14290.0,,,,,,,48,87,135,2,34,37,5,0,1,7,0
49,86,135,In,-47110.0,8136.0,5563.0,32608.0,3212.0,14939.0,-8785.0,13522.0,,,,,,,49,86,135,1,33,36,4,1,0,5,0
50,85,135,Sn,-60632.252,8230.6877,5900.998,31070.0,2269.8116,15951.0,-7845.4077,9058.08,,,,,,,50,85,135,0,32,35,3,0,1,3,0
51,84,135,Sb,-69690.332,8291.9894,6909.4552,26578.0,3742.6463,10545.5446,-4090.8788,8038.4581,,,,,,,51,84,135,1,31,34,2,1,0,3,0
52,83,135,Te,-77728.79,8345.7384,10934.2935,21432.8421,3266.356,10998.7574,-2889.1273,6050.3894,,,,,,,52,83,135,2,30,33,1,0,1,3,0
53,82,135,I,-83779.18,8384.7609,14064.514,19433.6087,7807.0579,8534.3984,-4222.6839,2634.1851,,,,,,,53,82,135,3,29,32,0,1,0,3,0
54,81,135,Xe,-86413.365,8398.4783,14912.4179,18054.174,6358.8484,9658.8961,-3627.2591,1168.5917,,,,,,,54,81,135,4,28,31,1,0,1,5,0
55,80,135,Cs,-87581.956,8401.3393,15653.6496,16302.5968,8762.1093,6745.0931,-2564.1451,268.6983,,,,,,,55,80,135,5,27,30,2,1,0,7,0
56,79,135,Ba,-87850.655,8397.5345,16439.7789,14785.0139,6971.9707,8248.4605,-1861.9957,-1207.1973,,,,,,,56,79,135,6,26,29,3,0,1,9,0
57,78,135,La,-86643.458,8382.7972,17291.7019,13150.4566,9496.1168,4982.4264,-1012.7993,-2027.1499,,,,,,,57,78,135,7,25,28,4,1,0,11,0
58,77,135,Ce,-84616.308,8361.9861,18340.7205,11640.7377,7854.7274,6686.6199,-362.2652,-3680.4357,,,,,,,58,77,135,8,24,27,5,0,1,13,0
59,76,135,Pr,-80935.872,8328.9284,19140.9167,10019.4223,10479.1904,3391.9447,408.4769,-4722.2522,,,,,,,59,76,135,9,23,26,6,1,0,15,0
60,75,135,Nd,-76213.62,8288.1536,20023.8757,8373.3386,8638.4951,4974.5912,1069.9125,-6151.2907,,,,,,,60,75,135,10,22,25,7,0,1,17,0
49,87,136,In,-40970.0,8091.0,5143.0,,1931.0,15439.0,-8995.0,15200.0,,,,,,,49,87,136,1,33,37,5,1,1,6,0
50,86,136,Sn,-56170.0,8197.0,5879.0,31288.0,3609.0,16349.0,-8130.0,8337.0,,,,,,,50,86,136,0,32,36,4,0,0,4,1
51,85,136,Sb,-64506.89,8252.2533,6630.5217,27115.0,2887.8754,11163.6083,-4520.2518,9918.3897,,,,,,,51,85,136,1,31,35,3,1,1,4,0
52,84,136,Te,-74425.279,8319.4301,8034.163,22569.4626,4767.807,12023.918,-303.6415,5119.9455,,,,,1030.01,1.6978793198658195,52,84,136,2,30,34,2,0,0,4,1
53,83,136,I,-79545.225,8351.3242,11644.421,20104.1628,3837.363,9105.4055,-2334.8589,6883.9455,,,,,,,53,83,136,3,29,33,1,1,1,4,0
54,82,136,Xe,-86429.17,8396.1889,14445.9718,18473.36,8087.1234,9938.9615,-3665.8889,-90.3151,1313.027,0.38,0.124,15.1,1694.427,1.290434532282054,54,82,136,4,28,32,0,0,0,4,1
55,81,136,Cs,-86338.855,8389.7723,15590.3258,16873.3574,6828.2166,7214.4613,-3060.2693,2548.2241,,,,,,,55,81,136,5,27,31,1,1,1,6,0
56,80,136,Ba,-88887.079,8402.7566,16079.7131,15339.1868,9107.7424,8594.0937,-2033.0205,-2849.5915,818.497,0.23,0.0933,0.29,1866.61118,2.280465218959879,56,80,136,6,26,30,2,0,0,8,1
57,79,136,La,-86037.488,8376.0512,16961.465,13724.2645,7465.3482,5475.804,-1309.7104,471.0621,,,,,,,57,79,136,7,25,29,3,1,1,10,0
58,78,136,Ce,-86508.55,8373.7624,17818.2877,12136.4898,9963.5603,7154.0633,-498.5626,-5168.129,552.2,0.467,0.1283,2.85,1313.7424,2.3797469546761327,58,78,136,8,24,28,4,0,0,12,1
59,77,136,Pr,-81340.421,8330.0089,18955.0574,10699.7042,8475.867,4013.0843,-41.7592,-2141.1234,,,,,,,59,77,136,9,23,27,5,1,1,14,0
60,76,136,Nd,-79199.297,8308.5127,19695.4909,8944.3412,11056.9958,5552.3966,844.4745,-8029.3747,373.72,0.72,0.1526,2.04,976.4621,2.612596441058714,60,76,136,10,22,26,6,0,0,16,1
49,88,137,In,-35830.0,8053.0,4862.0,,2931.0,,-9175.0,14320.0,,,,,,,49,88,137,1,33,38,6,1,0,7,0
50,87,137,Sn,-50150.0,8152.0,5660.0,31907.0,2051.0,16469.0,-8435.0,9911.0,,,,,,,50,87,137,0,32,37,5,0,1,5,0
51,86,137,Sb,-60060.392,8218.4764,6512.6963,27528.0,3624.8209,11179.0,-4795.0,9243.3698,,,,,,,51,86,137,1,31,36,4,1,0,5,0
52,85,137,Te,-69303.762,8280.2357,7717.608,23249.452,2949.801,12085.8437,-854.7877,7052.5063,,,,,,,52,85,137,2,30,35,3,0,1,5,0
53,84,137,I,-76356.268,8326.0033,8719.7249,21243.8784,4882.3619,9219.9604,142.3287,6027.1455,,,,,,,53,84,137,3,29,34,2,1,0,5,0
54,83,137,Xe,-82383.414,8364.2865,12112.6854,19232.5659,4025.562,10127.1604,-1871.197,4162.3582,,,,,,,54,83,137,4,28,33,1,0,1,5,0
55,82,137,Cs,-86545.772,8388.9581,15106.4519,17344.5347,8278.2353,7405.5732,-3113.3863,1175.6285,,,,,,,55,82,137,5,27,32,0,1,0,5,0
56,81,137,Ba,-87721.401,8391.8288,16013.3821,15885.9782,6905.6397,8671.5169,-2502.7336,-580.5356,,,,,,,56,81,137,6,26,31,1,0,1,7,0
57,80,137,La,-87140.865,8381.8807,16640.0438,14136.8509,9174.6956,5542.7571,-1494.8381,-1222.1,,,,,,,57,80,137,7,25,30,2,1,0,9,0
58,79,137,Ce,-85918.765,8367.2497,17445.0938,12646.0526,7481.5335,7170.2486,-790.1691,-2716.9515,,,,,,,58,79,137,8,24,29,3,0,1,11,0
59,78,137,Pr,-83201.814,8341.7074,18408.5779,11136.2983,9932.711,3982.235,-132.3378,-3617.8447,,,,,,,59,78,137,9,23,28,4,1,0,13,0
60,77,137,Nd,-79583.969,8309.5892,19512.9855,9545.6035,8455.9897,5532.5193,409.3383,-5511.1108,,,,,,,60,77,137,10,22,27,5,0,1,15,0
50,88,138,Sn,-45510.0,8118.0,5483.0,,3432.0,16969.0,-8475.0,9140.0,,,,,,,50,88,138,0,32,38,6,0,0,6,1
51,87,138,Sb,-54650.0,8178.0,6286.0,28258.0,2661.0,11789.0,-5105.0,11046.0,,,,,,,51,87,138,1,31,37,5,1,1,6,0
52,86,138,Te,-65695.995,8252.5786,7413.3516,24104.0,4463.5506,12924.5734,-1687.1519,6283.9149,443.1,0.971,0.2257,22.5,903.67,1.960876640989476,52,86,138,2,30,36,4,0,0,6,1
53,85,138,I,-71979.91,8292.445,8577.3211,22050.9622,3694.9592,9965.1185,-385.8215,7992.3346,,,,,,,53,85,138,3,29,35,3,1,1,6,0
54,84,138,Xe,-79972.244,8344.6913,9685.7102,20124.9072,5660.1482,10904.9468,136.5922,2914.7839,,,,,1072.533,1.821476416011258,54,84,138,4,28,34,2,0,0,6,1
55,83,138,Cs,-82887.028,8360.1437,12690.8092,17919.7456,4412.5739,7792.5851,-1268.5042,5374.7776,,,,,,,55,83,138,5,27,33,1,1,1,6,0
56,82,138,Ba,-88261.806,8393.4222,15517.3627,16410.5777,8611.723,9005.0045,-2560.8872,-1748.3977,1435.816,0.484,0.134,10.57,1898.58811,1.3223160371835982,56,82,138,6,26,32,0,0,0,6,1
57,81,138,La,-86513.408,8375.0835,16618.5565,14752.4952,7443.8609,6080.9783,-2047.1586,1052.4585,,,,,,,57,81,138,7,25,31,1,1,1,8,0
58,80,138,Ce,-87565.867,8377.0408,17199.9529,13256.7296,9718.4194,7713.9724,-1040.7803,-4437.0,788.744,0.3,0.1018,0.1313,1826.511,2.315718594911814,58,80,138,8,24,30,2,0,0,10,1
59,79,138,Pr,-83128.867,8339.2195,17931.0819,11669.321,7998.371,4499.0724,-335.1237,-1111.6847,,,,,,,59,79,138,9,23,29,3,1,1,12,0
60,78,138,Nd,-82017.182,8325.4946,18960.5206,10086.5742,10504.5309,6104.3392,390.8005,-7102.8119,520.85,0.72,0.1526,2.04,1249.7021,2.3998041677060296,60,78,138,10,22,28,4,0,0,14,1
50,89,139,Sn,-39310.0,8073.0,5303.0,,1871.0,,-8915.0,10740.0,,,,,,,50,89,139,0,32,39,7,0,1,7,0
51,88,139,Sb,-50050.0,8144.0,6132.0,28798.0,3472.0,11829.0,-5365.0,10155.0,,,,,,,51,88,139,1,31,38,6,1,0,7,0
52,87,139,Te,-60205.08,8211.7716,7043.9542,24633.0,2580.4036,12844.0,-1997.7438,8265.8835,,,,,,,52,87,139,2,30,37,5,0,1,7,0
53,86,139,I,-68470.964,8265.61,8257.3314,22988.5135,4562.3722,10063.9401,-1205.5474,7173.6224,,,,,,,53,86,139,3,29,36,4,1,0,7,0
54,85,139,Xe,-75644.586,8311.5904,9403.8082,20918.7661,3743.66,10953.6476,-340.7117,5056.5023,,,,,,,54,85,139,4,28,35,3,0,1,7,0
55,84,139,Cs,-80701.088,8342.3397,10297.9522,18922.762,5885.3783,8017.8152,653.1754,4212.8293,,,,,,,55,84,139,5,27,34,2,1,0,7,0
56,83,139,Ba,-84913.918,8367.0194,13335.153,17108.4457,4723.43,9315.8606,-925.4687,2308.4632,,,,,,,56,83,139,6,26,33,1,0,1,7,0
57,82,139,La,-87222.381,8377.9987,16224.1517,15254.5507,8780.2909,6249.5462,-2065.3402,-264.6396,,,,,,,57,82,139,7,25,32,0,1,0,7,0
58,81,139,Ce,-86957.741,8370.4664,17181.6122,13814.2826,7463.1928,7733.3043,-1532.0024,-2129.089,,,,,,,58,81,139,8,24,31,1,0,1,9,0
59,80,139,Pr,-84828.652,8349.5208,17769.4747,12265.7292,9771.1038,4551.7568,-610.1106,-2811.7226,,,,,,,59,80,139,9,23,30,2,1,0,11,0
60,79,139,Nd,-82016.93,8323.6642,18575.5968,10676.1066,8071.0659,6177.0342,174.462,-4515.9014,,,,,,,60,79,139,10,22,29,3,0,1,13,0
50,90,140,Sn,-34490.0,8038.0,5123.0,,3252.0,,,9900.0,,,,,,,50,90,140,0,32,40,8,0,0,8,1
51,89,140,Sb,-44390.0,8103.0,5883.0,,2412.0,12369.0,-5845.0,11977.0,,,,,,,51,89,140,1,31,39,7,1,1,8,0
52,88,140,Te,-56367.449,8183.3567,6814.0906,25435.0,4233.687,13606.0,-2622.0,7238.7734,,,,,848.23,2.0056037642163007,52,88,140,2,30,38,6,0,0,8,1
53,87,140,I,-63606.223,8229.474,7768.9492,23534.0,3206.5769,10690.1135,-1524.249,9380.2388,,,,,,,53,87,140,3,29,37,5,1,1,8,0
54,86,140,Xe,-72986.461,8290.8875,9156.8533,21868.4088,5413.1933,11804.4687,-986.0981,4063.2768,376.658,0.69,0.164,289.0,834.29524,2.214993197412561,54,86,140,4,28,36,4,0,0,8,1
55,85,140,Cs,-77049.738,8314.3227,10305.3462,19647.7707,4419.9679,8694.1231,70.5706,6218.1669,,,,,,,55,85,140,5,27,35,3,1,1,8,0
56,84,140,Ba,-83267.905,8353.15,11148.7355,17873.603,6425.3055,9855.7878,736.3492,1044.1542,602.36,0.676,0.1569,97.9,1130.606,1.8769201142813503,56,84,140,6,26,34,2,0,0,8,1
57,83,140,La,-84312.059,8355.0201,13941.2874,16002.9734,5160.9966,6687.1128,-398.1202,3762.1676,,,,,,,57,83,140,7,25,33,1,1,1,8,0
58,82,140,Ce,-88074.227,8376.3045,16650.9965,14390.3634,9187.8037,8140.8172,-1612.0637,-3388.0,1596.237,0.4572,0.1245,8.2,2083.25924,1.3051095546983442,58,82,140,8,24,32,0,0,0,8,1
59,81,140,Pr,-84686.227,8346.5163,17699.9965,12750.761,7928.8927,5017.4567,-1073.6551,-428.9806,,,,,,,59,81,140,9,23,31,1,1,1,10,0
60,80,140,Nd,-84257.246,8337.864,18382.7006,11269.3219,10311.6347,6717.5652,-173.6125,-6045.2,773.73,0.265,0.0917,0.1583,1801.849,2.3290053977478364,60,80,140,10,22,30,2,0,0,12,1
51,90,141,Sb,-39540.0,8069.0,5633.0,,3221.0,12339.0,-6135.0,11129.0,,,,,,,51,90,141,1,31,40,8,1,0,9,0
52,89,141,Te,-50670.0,8142.0,6607.0,25938.0,2373.0,13568.0,-2945.0,9257.0,,,,,,,52,89,141,2,30,39,7,0,1,9,0
53,88,141,I,-59926.666,8202.2562,7598.3381,24454.0,4391.7612,10848.1876,-2291.1892,8270.643,,,,,,,53,88,141,3,29,38,6,1,0,9,0
54,87,141,Xe,-68197.309,8255.3647,8695.3587,22570.1706,3282.1654,11880.0572,-1318.4624,6280.0423,,,,,,,54,87,141,4,28,37,5,0,1,9,0
55,86,141,Cs,-74477.351,8294.3554,9918.8988,20584.3295,5498.9309,8779.8607,-545.9984,5255.141,,,,,,,55,86,141,5,27,36,4,1,0,9,0
56,85,141,Ba,-79732.492,8326.0774,10961.2106,18665.8481,4535.905,9971.7249,226.0061,3197.3515,,,,,,,56,85,141,6,26,35,3,0,1,9,0
57,84,141,La,-82929.844,8343.205,11850.0989,16806.6973,6689.1023,6950.9095,1191.0128,2501.2141,,,,,,,57,84,141,7,25,34,2,1,0,9,0
58,83,141,Ce,-85431.058,8355.3956,14615.9525,15095.0821,5428.1487,8407.9694,-134.5727,583.4758,,,,,,,58,83,141,8,24,33,1,0,1,9,0
59,82,141,Pr,-86014.533,8353.9852,17328.5173,13370.0947,9399.6246,5229.2776,-1298.5841,-1823.0137,,,,,,,59,82,141,9,23,32,0,1,0,9,0
60,81,141,Nd,-84191.52,8335.5074,18317.2262,11811.7206,8005.5915,6794.2639,-697.6704,-3668.5879,,,,,,,60,81,141,10,22,31,1,0,1,11,0
52,90,142,Te,-46550.0,8113.0,6325.0,26637.0,3951.0,14298.0,-3464.0,8253.0,,,,,,,52,90,142,2,30,40,8,0,0,10,1
53,89,142,I,-54802.969,8165.2517,7339.3828,24991.0,2947.6216,11422.0,-2578.0,10426.6792,,,,,,,53,89,142,3,29,39,7,1,1,10,0
54,88,142,Xe,-65229.648,8233.1695,8385.8232,23440.1414,5103.6578,12591.9538,-1958.5697,5284.9078,287.2,0.73,0.168,507.0,690.73,2.4050319983844126,54,88,142,4,28,38,6,0,0,10,1
55,87,142,Cs,-70514.556,8264.8777,9607.4542,21486.2758,4108.5233,9606.2186,-959.5625,7327.7007,,,,,,,55,87,142,5,27,37,5,1,1,10,0
